name,eircode,latitude,longitude,postal_town
Blackhall,K32,53.59159,-6.1836,Balbriggan
Blackland,K34,53.54418,-6.10977,Skerries
Blackrock,A94,53.30079,-6.17708,Blackrock
Blackthorn,D18,53.27723,-6.2174,Dublin
Blakestown,D15,53.39771,-6.41079,Dublin
Blanchardstown,D15,53.3842,-6.37598,Dublin
Bluebell,D12,53.32934,-6.33486,Dublin
Blundelstown,D22,53.30525,-6.47554,Dublin
Boggyheary,K67,53.47668,-6.30308,Swords
Bohammer,D17,53.42099,-6.18847,Dublin
Boherboy,D24,53.27568,-6.43902,Dublin
Bohernabreena,D24,53.26597,-6.35801,Dublin
Booterstown,A94,53.30453,-6.206,Blackrock
Boranaraltry,D18,53.21528,-6.26257,Dublin
Borranstown,A84,53.54506,-6.41829,Ashbourne
Bowhill,K32,53.58666,-6.20868,Balbriggan
Brackenstown,K67,53.45386,-6.26024,Swords
Brazil,K67,53.4599,-6.26128,Swords
Bremore,K32,53.62033,-6.20742,Balbriggan
Brenanstown,D18,53.25455,-6.16121,Dublin
Brideswell Commons,D22,53.31516,-6.396,Dublin
Bridetree,K45,53.51561,-6.17438,Lusk
Brittas Big,D24,53.23419,-6.45841,Dublin
Brittas Little,D24,53.23336,-6.47164,Dublin
Broadmeadow,K67,53.47246,-6.23401,Swords
Brockey,D18,53.21109,-6.23126,Dublin
Broghan,D11,53.4367,-6.32902,Dublin
Brooklawn,D20,53.35867,-6.38891,Dublin
Broomfield,A41,53.52922,-6.25148,Ballyboughal
Brownstown,K67,53.49906,-6.24282,Swords
Buckandhounds,D22,53.30954,-6.40748,Dublin
Bullock,A96,53.28213,-6.11845,Glenageary
Burgage,D17,53.41215,-6.18912,Dublin
Burrow,K36,53.50405,-6.12156,Malahide
Cabinteely,D18,53.26495,-6.15956,Dublin
